Date,Value
4/16/1945,14.49
4/17/1945,14.51
4/18/1945,14.65
4/19/1945,14.51
4/20/1945,14.49
4/23/1945,14.63
4/24/1945,14.7
4/25/1945,14.67
4/26/1945,14.64
4/27/1945,14.7
4/30/1945,14.84
5/1/1945,14.79
5/2/1945,14.77
5/3/1945,14.87
5/4/1945,14.92
5/7/1945,14.93
5/8/1945,14.96
5/9/1945,14.81
5/10/1945,14.62
5/11/1945,14.62
5/14/1945,14.63
5/15/1945,14.68
5/16/1945,14.69
5/17/1945,14.77
5/18/1945,14.87
5/21/1945,14.82
5/22/1945,14.81
5/23/1945,14.7
5/24/1945,14.7
5/25/1945,14.79
5/28/1945,15.03
5/29/1945,15.11
5/31/1945,15.01
6/1/1945,15.03
6/4/1945,15.05
6/5/1945,15.03
6/6/1945,14.96
6/7/1945,14.97
6/8/1945,14.93
6/11/1945,14.89
6/12/1945,14.92
6/13/1945,14.99
6/14/1945,15.05
6/15/1945,15.1
6/18/1945,15.09
6/19/1945,15.11
6/20/1945,15.18
6/21/1945,15.26
6/22/1945,15.28
6/25/1945,15.35
6/26/1945,15.37
6/27/1945,15.35
6/28/1945,15.04
6/29/1945,14.87
7/2/1945,15.03
7/3/1945,15.03
7/5/1945,14.86
7/6/1945,14.91
7/9/1945,15.04
7/10/1945,15.1
7/11/1945,15.05
7/12/1945,15.09
7/13/1945,15.05
7/16/1945,14.94
7/17/1945,14.61
7/18/1945,14.56
7/19/1945,14.66
7/20/1945,14.66
7/23/1945,14.51
7/24/1945,14.54
7/25/1945,14.68
7/26/1945,14.38
7/27/1945,14.45
7/30/1945,14.6
7/31/1945,14.66
8/1/1945,14.68
8/2/1945,14.62
8/3/1945,14.68
8/6/1945,14.72
8/7/1945,14.52
8/8/1945,14.55
8/9/1945,14.79
8/10/1945,14.78
8/13/1945,14.61
8/14/1945,14.7
8/17/1945,14.62
8/20/1945,14.4
8/21/1945,14.46
8/22/1945,14.56
8/23/1945,14.85
8/24/1945,15.05
8/27/1945,15.27
8/28/1945,15.32
8/29/1945,15.3
8/30/1945,15.35
8/31/1945,15.51
9/4/1945,15.51
9/5/1945,15.53
9/6/1945,15.74
9/7/1945,15.73
9/10/1945,15.78
9/11/1945,15.88
9/12/1945,15.95
9/13/1945,15.95
9/14/1945,15.86
9/17/1945,15.51
9/18/1945,15.82
9/19/1945,15.97
9/20/1945,16.030001
9/21/1945,15.95
9/24/1945,15.91
9/25/1945,15.93
9/26/1945,15.92
9/27/1945,15.86
9/28/1945,16.049999
10/1/1945,16.33
10/2/1945,16.33
10/3/1945,16.299999
10/4/1945,16.299999
10/5/1945,16.379999
10/8/1945,16.5
10/9/1945,16.540001
10/10/1945,16.6
10/11/1945,16.58
10/15/1945,16.59
10/16/1945,16.59
10/17/1945,16.66
10/18/1945,16.719999
10/19/1945,16.59
10/22/1945,16.709999
10/23/1945,16.58
10/24/1945,16.33
10/25/1945,16.41
10/26/1945,16.49
10/29/1945,16.299999
10/30/1945,16.379999
10/31/1945,16.65
11/1/1945,16.870001
11/2/1945,16.860001
11/5/1945,16.940001
11/7/1945,17.139999
11/8/1945,17.08
11/9/1945,17.1
11/13/1945,17.040001
11/14/1945,16.950001
11/15/1945,17.08
11/16/1945,17
11/19/1945,17.190001
11/20/1945,17.27
11/21/1945,17.02
11/23/1945,16.85
11/26/1945,16.940001
11/27/1945,17.15
11/28/1945,17.059999
11/29/1945,17.030001
11/30/1945,17.190001
12/3/1945,17.440001
12/4/1945,17.42
12/5/1945,17.41
12/6/1945,17.5
12/7/1945,17.540001
12/10/1945,17.68
12/11/1945,17.639999
12/12/1945,17.370001
12/13/1945,17.290001
12/14/1945,17.309999
12/17/1945,16.940001
12/18/1945,17.1
12/19/1945,17.1
12/20/1945,16.99
12/21/1945,16.98
12/26/1945,17.41
12/27/1945,17.280001
12/28/1945,17.309999
12/31/1945,17.360001
1/2/1946,17.25
1/3/1946,17.27
1/4/1946,17.23
1/7/1946,17.309999
1/8/1946,17.690001
1/9/1946,17.950001
1/10/1946,18.07
1/11/1946,18.129999
1/14/1946,18.33
1/15/1946,18.360001
1/16/1946,18.379999
1/17/1946,18.34
1/18/1946,18.299999
1/21/1946,17.74
1/22/1946,17.860001
1/23/1946,18.07
1/24/1946,18.120001
1/25/1946,18.09
1/28/1946,18.620001
1/29/1946,18.67
1/30/1946,18.559999
1/31/1946,18.57
2/1/1946,18.639999
2/4/1946,18.620001
2/5/1946,18.700001
2/6/1946,18.57
2/7/1946,18.57
2/8/1946,18.549999
2/11/1946,18.24
2/13/1946,17.98
2/14/1946,18.09
2/15/1946,18.440001
2/18/1946,18.379999
2/19/1946,17.700001
2/20/1946,17.370001
2/21/1946,17.719999
2/25/1946,16.91
2/26/1946,16.809999
2/27/1946,17.15
2/28/1946,17.280001
3/1/1946,17.209999
3/4/1946,17.09
3/5/1946,17.27
3/6/1946,17.190001
3/7/1946,17.34
3/8/1946,17.49
3/11/1946,17.379999
3/12/1946,17.42
3/13/1946,17.15
3/14/1946,17.09
3/15/1946,17.280001
3/18/1946,17.57
3/19/1946,17.450001
3/20/1946,17.58
3/21/1946,17.700001
3/22/1946,17.700001
3/25/1946,18.07
3/26/1946,18.059999
3/27/1946,17.950001
3/28/1946,17.93
3/29/1946,18.040001
4/1/1946,18.059999
4/2/1946,18.07
4/3/1946,18.379999
4/4/1946,18.58
4/5/1946,18.540001
4/8/1946,18.620001
4/9/1946,18.879999
4/10/1946,18.809999
4/11/1946,18.77
4/12/1946,18.77
4/15/1946,18.620001
4/16/1946,18.870001
4/17/1946,18.84
4/18/1946,18.9
4/22/1946,18.879999
4/23/1946,18.84
4/24/1946,18.65
4/25/1946,18.540001
4/26/1946,18.58
4/29/1946,18.719999
4/30/1946,18.76
5/1/1946,18.709999
5/2/1946,18.620001
5/3/1946,18.459999
5/6/1946,18.26
5/7/1946,18.51
5/8/1946,18.469999
5/9/1946,18.440001
5/10/1946,18.74
5/13/1946,18.790001
5/14/1946,18.67
5/15/1946,18.530001
5/16/1946,18.639999
5/17/1946,18.6
5/20/1946,18.639999
5/21/1946,18.68
5/22/1946,18.799999
5/23/1946,18.780001
5/24/1946,18.780001
5/27/1946,18.92
5/28/1946,19.200001
5/29/1946,19.25
5/31/1946,19.18
6/3/1946,19.049999
6/4/1946,18.93
6/5/1946,18.82
6/6/1946,18.809999
6/7/1946,18.82
6/10/1946,18.85
6/11/1946,18.65
6/12/1946,18.690001
6/13/1946,18.799999
6/14/1946,18.790001
6/17/1946,18.809999
6/18/1946,18.549999
6/19/1946,18.440001
6/20/1946,18.030001
6/21/1946,18.23
6/24/1946,18.27
6/25/1946,18.139999
6/26/1946,18.110001
6/27/1946,18.389999
6/28/1946,18.43
7/1/1946,18.540001
7/2/1946,18.530001
7/3/1946,18.49
7/5/1946,18.43
7/8/1946,18.360001
7/9/1946,18.459999
7/10/1946,18.49
7/11/1946,18.389999
7/12/1946,18.27
7/15/1946,17.950001
7/16/1946,17.969999
7/17/1946,18.07
7/18/1946,18.040001
7/19/1946,17.98
7/22/1946,17.93
7/23/1946,17.389999
7/24/1946,17.41
7/25/1946,17.5
7/26/1946,17.6
7/29/1946,17.66
7/30/1946,17.76
7/31/1946,17.959999
8/1/1946,18.01
8/2/1946,18.02
8/5/1946,17.91
8/6/1946,17.860001
8/7/1946,18.030001
8/8/1946,18.110001
8/9/1946,18.049999
8/12/1946,18.08
8/13/1946,18.23
8/14/1946,18.200001
8/15/1946,17.99
8/16/1946,17.84
8/19/1946,17.809999
8/20/1946,17.91
8/21/1946,17.74
8/22/1946,17.559999
8/23/1946,17.58
8/26/1946,17.469999
8/27/1946,16.92
8/28/1946,16.73
8/29/1946,16.76
8/30/1946,16.65
9/3/1946,15
9/4/1946,15.46
9/5/1946,15.99
9/6/1946,15.84
9/9/1946,15.01
9/10/1946,14.59
9/11/1946,15.05
9/12/1946,15.02
9/13/1946,15.31
9/16/1946,15.4
9/17/1946,15.28
9/18/1946,14.8
9/19/1946,14.33
9/20/1946,14.69
9/23/1946,14.41
9/24/1946,14.72
9/25/1946,15.1
9/26/1946,15.27
9/27/1946,15.11
9/30/1946,14.96
10/1/1946,14.92
10/2/1946,15
10/3/1946,14.98
10/4/1946,14.81
10/7/1946,14.7
10/8/1946,14.53
10/9/1946,14.12
10/10/1946,14.33
10/11/1946,14.63
10/14/1946,14.71
10/15/1946,15.3
10/16/1946,15.24
10/17/1946,15.01
10/18/1946,14.97
10/21/1946,15
10/22/1946,14.88
10/23/1946,14.77
10/24/1946,14.78
10/25/1946,14.7
10/28/1946,14.39
10/29/1946,14.26
10/30/1946,14.32
10/31/1946,14.84
11/1/1946,15.07
11/4/1946,15.33
11/6/1946,14.67
11/7/1946,14.79
11/8/1946,14.85
11/12/1946,14.94
11/13/1946,14.81
11/14/1946,14.89
11/15/1946,14.73
11/18/1946,14.58
11/19/1946,14.57
11/20/1946,14.46
11/21/1946,14.21
11/22/1946,14.13
11/25/1946,14.31
11/26/1946,14.45
11/27/1946,14.55
11/29/1946,14.68
12/2/1946,14.44
12/3/1946,14.49
12/4/1946,14.72
12/5/1946,14.64
12/6/1946,14.7
12/9/1946,15.32
12/10/1946,15.32
12/11/1946,15.36
12/12/1946,15.15
12/13/1946,15.17
12/16/1946,15.24
12/17/1946,15.18
12/18/1946,15.21
12/19/1946,15.45
12/20/1946,15.5
12/23/1946,15.41
12/24/1946,15.37
12/26/1946,15.21
12/27/1946,15.19
12/30/1946,15.17
12/31/1946,15.3
1/2/1947,15.2
1/3/1947,15.26
1/6/1947,15.44
1/7/1947,15.32
1/8/1947,15.41
1/9/1947,15.44
1/10/1947,15.24
1/13/1947,14.8
1/14/1947,14.87
1/15/1947,14.77
1/16/1947,14.78
1/17/1947,15.07
1/20/1947,15.02
1/21/1947,14.97
1/22/1947,15.04
1/23/1947,15.19
1/24/1947,15.21
1/27/1947,15.34
1/28/1947,15.47
1/29/1947,15.65
1/30/1947,15.6
1/31/1947,15.66
2/3/1947,15.8
2/4/1947,15.83
2/5/1947,15.92
2/6/1947,15.86
2/7/1947,16.120001
2/10/1947,16.049999
2/11/1947,16.139999
2/13/1947,15.93
2/14/1947,15.86
2/17/1947,15.88
2/18/1947,15.88
2/19/1947,15.69
2/20/1947,15.72
2/21/1947,15.8
2/24/1947,15.67
2/25/1947,15.47
2/26/1947,15.3
2/27/1947,15.48
2/28/1947,15.43
3/3/1947,15.41
3/4/1947,15.41
3/5/1947,15.59
3/6/1947,15.65
3/7/1947,15.16
3/10/1947,15.01
3/11/1947,14.88
3/12/1947,14.97
3/13/1947,14.93
3/14/1947,14.78
3/17/1947,14.82
3/18/1947,15.01
3/19/1947,15.08
3/20/1947,15.07
3/21/1947,15.25
3/24/1947,15.11
3/25/1947,15.02
3/26/1947,15.23
3/27/1947,15.4
3/28/1947,15.33
3/31/1947,15.17
4/1/1947,15.23
4/2/1947,15.22
4/3/1947,15.18
4/7/1947,15.05
4/8/1947,14.83
4/9/1947,14.82
4/10/1947,14.83
4/11/1947,14.72
4/14/1947,14.14
4/15/1947,14.15
4/16/1947,14.29
4/17/1947,14.27
4/18/1947,14.09
4/21/1947,14.45
4/22/1947,14.56
4/23/1947,14.58
4/24/1947,14.49
4/25/1947,14.39
4/28/1947,14.37
4/29/1947,14.4
4/30/1947,14.58
5/1/1947,14.69
5/2/1947,14.79
5/5/1947,14.85
5/6/1947,14.69
5/7/1947,14.68
5/8/1947,14.6
5/9/1947,14.63
5/12/1947,14.46
5/13/1947,14.15
5/14/1947,14.11
5/15/1947,14.24
5/16/1947,13.96
5/19/1947,13.77
5/20/1947,13.83
5/21/1947,14.09
5/22/1947,14.19
5/23/1947,14
5/26/1947,14.14
5/27/1947,14.12
5/28/1947,14.34
5/29/1947,14.45
6/2/1947,14.3
6/3/1947,14.5
6/4/1947,14.4
6/5/1947,14.39
6/6/1947,14.5
6/9/1947,14.42
6/10/1947,14.56
6/11/1947,14.9
6/12/1947,14.82
6/13/1947,14.98
6/16/1947,15.02
6/17/1947,14.96
6/18/1947,14.96
6/19/1947,15.14
6/20/1947,15.16
6/23/1947,15.24
6/24/1947,14.94
6/25/1947,15.06
6/26/1947,15.12
6/27/1947,15.12
6/30/1947,15.21
7/1/1947,15.46
7/2/1947,15.44
7/3/1947,15.6
7/7/1947,15.61
7/8/1947,15.67
7/9/1947,15.52
7/10/1947,15.68
7/11/1947,15.87
7/14/1947,15.96
7/15/1947,15.93
7/16/1947,15.92
7/17/1947,15.75
7/18/1947,15.85
7/21/1947,15.8
7/22/1947,15.87
7/23/1947,15.95
7/24/1947,16.120001
7/25/1947,16.08
7/28/1947,15.94
7/29/1947,15.59
7/30/1947,15.52
7/31/1947,15.76
8/1/1947,15.8
8/4/1947,15.62
8/5/1947,15.67
8/6/1947,15.62
8/7/1947,15.64
8/8/1947,15.43
8/11/1947,15.33
8/12/1947,15.43
8/13/1947,15.52
8/14/1947,15.47
8/15/1947,15.58
8/18/1947,15.5
8/19/1947,15.46
8/20/1947,15.39
8/21/1947,15.43
8/22/1947,15.45
8/25/1947,15.23
8/26/1947,15.23
8/27/1947,15.25
8/28/1947,15.22
8/29/1947,15.32
9/2/1947,15.37
9/3/1947,15.33
9/4/1947,15.14
9/5/1947,15.1
9/8/1947,14.86
9/9/1947,14.89
9/10/1947,15.03
9/11/1947,15.04
9/12/1947,14.99
9/15/1947,14.93
9/16/1947,15.07
9/17/1947,15.27
9/18/1947,15.21
9/19/1947,15.2
9/22/1947,15.18
9/23/1947,14.93
9/24/1947,14.99
9/25/1947,14.9
9/26/1947,14.85
9/29/1947,14.94
9/30/1947,15.11
10/1/1947,15.16
10/2/1947,15.17
10/3/1947,15.24
10/6/1947,15.28
10/7/1947,15.28
10/8/1947,15.16
10/9/1947,15.26
10/10/1947,15.29
10/14/1947,15.55
10/15/1947,15.59
10/16/1947,15.57
10/17/1947,15.58
10/20/1947,15.79
10/21/1947,15.76
10/22/1947,15.69
10/23/1947,15.7
10/24/1947,15.5
10/27/1947,15.53
10/28/1947,15.54
10/29/1947,15.49
10/30/1947,15.33
10/31/1947,15.43
11/3/1947,15.46
11/5/1947,15.34
11/6/1947,15.34
11/7/1947,15.31
11/10/1947,15.37
11/12/1947,15.31
11/13/1947,15.16
11/14/1947,15.19
11/17/1947,15.19
11/18/1947,15.3
11/19/1947,15.34
11/20/1947,15.41
11/21/1947,15.33
11/24/1947,15.24
11/25/1947,15.2
11/26/1947,15.13
11/28/1947,14.98
12/1/1947,15.07
12/2/1947,15.09
12/3/1947,14.95
12/4/1947,14.86
12/5/1947,14.63
12/8/1947,14.77
12/9/1947,14.82
12/10/1947,14.84
12/11/1947,14.83
12/12/1947,14.94
12/15/1947,15.11
12/16/1947,15.09
12/17/1947,15.12
12/18/1947,15.07
12/19/1947,15.12
12/22/1947,15.2
12/23/1947,15.26
12/24/1947,15.25
12/26/1947,15.12
12/29/1947,15.04
12/30/1947,15.22
12/31/1947,15.3
1/2/1948,15.34
1/5/1948,15.2
1/6/1948,15.15
1/7/1948,15.23
1/8/1948,15.31
1/9/1948,15.23
1/12/1948,15.17
1/13/1948,14.95
1/14/1948,14.95
1/15/1948,14.88
1/16/1948,14.87
1/19/1948,14.7
1/20/1948,14.71
1/21/1948,14.54
1/22/1948,14.42
1/23/1948,14.35
1/26/1948,14.32
1/27/1948,14.34
1/28/1948,14.49
1/29/1948,14.65
1/30/1948,14.68
2/2/1948,14.71
2/3/1948,14.62
2/4/1948,14
2/5/1948,14.2
2/6/1948,14.19
2/9/1948,14.31
2/10/1948,13.89
2/11/1948,13.88
2/13/1948,13.85
2/16/1948,14.04
2/17/1948,14.04
2/18/1948,14.05
2/19/1948,14.02
2/20/1948,13.96
2/24/1948,14
2/25/1948,14.07
2/26/1948,13.98
2/27/1948,13.93
3/1/1948,14.07
3/2/1948,14.16
3/3/1948,14.17
3/4/1948,14.08
3/5/1948,14.11
3/8/1948,14.04
3/9/1948,13.95
3/10/1948,14.01
3/11/1948,13.99
3/12/1948,13.99
3/15/1948,14.06
3/16/1948,13.84
3/17/1948,13.95
3/18/1948,14.03
3/19/1948,14.32
3/22/1948,14.7
3/23/1948,14.7
3/24/1948,14.69
3/25/1948,14.75
3/29/1948,14.7
3/30/1948,14.87
3/31/1948,15.08
4/1/1948,15.12
4/2/1948,15.15
4/5/1948,15.18
4/6/1948,15.28
4/7/1948,15.23
4/8/1948,15.27
4/9/1948,15.29
4/12/1948,15.28
4/13/1948,15.3
4/14/1948,15.28
4/15/1948,15.38
4/16/1948,15.43
4/19/1948,15.47
4/20/1948,15.46
4/21/1948,15.54
4/22/1948,15.68
4/23/1948,15.78
4/26/1948,15.54
4/27/1948,15.55
4/28/1948,15.57
4/29/1948,15.52
4/30/1948,15.48
5/3/1948,15.6
5/4/1948,15.59
5/5/1948,15.5
5/6/1948,15.63
5/7/1948,15.72
5/10/1948,15.81
5/11/1948,15.86
5/12/1948,15.88
5/13/1948,16
5/14/1948,16.389999
5/17/1948,16.610001
5/18/1948,16.389999
5/19/1948,16.370001
5/20/1948,16.459999
5/21/1948,16.5
5/24/1948,16.540001
5/25/1948,16.530001
5/26/1948,16.68
5/27/1948,16.68
5/28/1948,16.690001
6/1/1948,16.74
6/2/1948,16.76
6/3/1948,16.719999
6/4/1948,16.59
6/7/1948,16.540001
6/8/1948,16.82
6/9/1948,16.889999
6/10/1948,16.9
6/11/1948,16.950001
6/14/1948,16.969999
6/15/1948,17.059999
6/16/1948,17.01
6/17/1948,16.99
6/18/1948,16.959999
6/21/1948,16.790001
6/22/1948,16.76
6/23/1948,16.93
6/24/1948,16.889999
6/25/1948,16.83
6/28/1948,16.610001
6/29/1948,16.690001
6/30/1948,16.74
7/1/1948,16.700001
7/2/1948,16.85
7/6/1948,16.85
7/7/1948,16.790001
7/8/1948,16.809999
7/9/1948,16.92
7/12/1948,16.879999
7/13/1948,16.780001
7/14/1948,16.799999
7/15/1948,16.48
7/16/1948,16.25
7/19/1948,15.72
7/20/1948,15.96
7/21/1948,16.09
7/22/1948,16.209999
7/23/1948,16.27
7/26/1948,16.120001
7/27/1948,16.290001
7/28/1948,16.18
7/29/1948,16.049999
7/30/1948,15.85
8/2/1948,15.85
8/3/1948,15.9
8/4/1948,16.15
8/5/1948,16.09
8/6/1948,16.120001
8/9/1948,15.96
8/10/1948,15.74
8/11/1948,15.67
8/12/1948,15.71
8/13/1948,15.7
8/16/1948,15.74
8/17/1948,15.93
8/18/1948,15.93
8/19/1948,15.98
8/20/1948,16.15
8/23/1948,15.94
8/24/1948,16.02
8/25/1948,15.99
8/26/1948,16.040001
8/27/1948,16.110001
8/30/1948,15.98
8/31/1948,15.97
9/1/1948,16.16
9/2/1948,16.24
9/3/1948,16.27
9/7/1948,16.35
9/8/1948,16.07
9/9/1948,15.81
9/10/1948,15.83
9/13/1948,15.7
9/14/1948,15.82
9/15/1948,15.8
9/16/1948,15.8
9/17/1948,15.73
9/20/1948,15.44
9/21/1948,15.55
9/22/1948,15.59
9/23/1948,15.56
9/24/1948,15.6
9/27/1948,15.19
9/28/1948,15.36
9/29/1948,15.55
9/30/1948,15.49
10/1/1948,15.67
10/4/1948,15.85
10/5/1948,15.82
10/6/1948,15.84
10/7/1948,15.93
10/8/1948,15.9
10/11/1948,15.9
10/13/1948,16.09
10/14/1948,16.139999
10/15/1948,16.120001
10/18/1948,16.190001
10/19/1948,16.280001
10/20/1948,16.34
10/21/1948,16.360001
10/22/1948,16.610001
10/25/1948,16.58
10/26/1948,16.59
10/27/1948,16.57
10/28/1948,16.459999
10/29/1948,16.5
11/1/1948,16.700001
11/3/1948,15.93
11/4/1948,16.139999
11/5/1948,15.43
11/8/1948,15.5
11/9/1948,15.01
11/10/1948,15
11/12/1948,15.04
11/15/1948,15.27
11/16/1948,15.26
11/17/1948,15.22
11/18/1948,15.26
11/19/1948,15.31
11/22/1948,15.21
11/23/1948,15.19
11/24/1948,14.91
11/26/1948,14.91
11/29/1948,14.79
11/30/1948,14.75
12/1/1948,15.01
12/2/1948,15
12/3/1948,15.13
12/6/1948,15.23
12/7/1948,15.24
12/8/1948,15.2
12/9/1948,15.17
12/10/1948,15.22
12/13/1948,15.33
12/14/1948,15.25
12/15/1948,15.17
12/16/1948,15.16
12/17/1948,15.2
12/20/1948,15.19
12/21/1948,15.14
12/22/1948,15.15
12/23/1948,15.15
12/24/1948,15.25
12/27/1948,15.19
12/28/1948,15.08
12/29/1948,15.28
12/30/1948,15.28
12/31/1948,15.2
1/3/1949,14.95
1/4/1949,15.03
1/5/1949,15.16
1/6/1949,15.5
1/7/1949,15.61
1/10/1949,15.51
1/11/1949,15.5
1/12/1949,15.47
1/13/1949,15.39
1/14/1949,15.24
1/17/1949,15.38
1/18/1949,15.38
1/19/1949,15.44
1/20/1949,15.5
1/21/1949,15.47
1/24/1949,15
1/25/1949,15.33
1/26/1949,15.29
1/27/1949,15.25
1/28/1949,15.2
1/31/1949,15.22
2/1/1949,15.34
2/2/1949,15.35
2/3/1949,15.32
2/4/1949,15.09
2/7/1949,14.76
2/8/1949,14.7
2/9/1949,14.78
2/10/1949,14.58
2/11/1949,14.56
2/14/1949,14.61
2/15/1949,14.65
2/16/1949,14.73
2/17/1949,14.83
2/18/1949,14.79
2/21/1949,14.74
2/23/1949,14.6
2/24/1949,14.42
2/25/1949,14.38
2/28/1949,14.62
3/1/1949,14.71
3/2/1949,14.67
3/3/1949,14.65
3/4/1949,14.67
3/7/1949,14.86
3/8/1949,14.89
3/9/1949,14.86
3/10/1949,14.87
3/11/1949,15.02
3/14/1949,15.07
3/15/1949,14.98
3/16/1949,14.92
3/17/1949,14.97
3/18/1949,14.94
3/21/1949,14.87
3/22/1949,14.77
3/23/1949,14.95
3/24/1949,14.97
3/25/1949,14.89
3/28/1949,14.93
3/29/1949,15.22
3/30/1949,15.21
3/31/1949,15.06
4/1/1949,14.94
4/4/1949,14.98
4/5/1949,14.96
4/6/1949,14.92
4/7/1949,14.93
4/8/1949,14.97
4/11/1949,14.99
4/12/1949,15.03
4/13/1949,15.02
4/14/1949,14.99
4/18/1949,15.07
4/19/1949,15.01
4/20/1949,14.97
4/21/1949,14.72
4/22/1949,14.7
4/25/1949,14.68
4/26/1949,14.76
4/27/1949,14.76
4/28/1949,14.69
4/29/1949,14.71
5/2/1949,14.78
5/3/1949,14.85
5/4/1949,15.02
5/5/1949,15.01
5/6/1949,14.92
5/9/1949,14.88
5/10/1949,14.82
5/11/1949,14.85
5/12/1949,14.87
5/13/1949,14.88
5/16/1949,14.96
5/17/1949,14.93
5/18/1949,14.89
5/19/1949,14.8
5/20/1949,14.73
5/23/1949,14.58
5/24/1949,14.5
5/25/1949,14.57
5/26/1949,14.56
5/27/1949,14.51
5/31/1949,14.19
6/1/1949,14.14
6/2/1949,14.14
6/3/1949,14.05
6/6/1949,13.82
6/7/1949,13.84
6/8/1949,13.93
6/9/1949,13.93
6/10/1949,13.81
6/13/1949,13.55
6/14/1949,13.64
6/15/1949,13.9
6/16/1949,13.85
6/17/1949,13.87
6/20/1949,14.07
6/21/1949,14.08
6/22/1949,14.04
6/23/1949,14.11
6/24/1949,14.13
6/27/1949,14.12
6/28/1949,14
6/29/1949,14.09
6/30/1949,14.16
7/1/1949,14.26
7/5/1949,14.34
7/6/1949,14.52
7/7/1949,14.52
7/8/1949,14.51
7/11/1949,14.51
7/12/1949,14.61
7/13/1949,14.78
7/14/1949,14.79
7/15/1949,14.76
7/18/1949,14.8
7/19/1949,14.94
7/20/1949,14.97
7/21/1949,14.9
7/22/1949,14.89
7/25/1949,14.94
7/26/1949,15.06
7/27/1949,15.06
7/28/1949,15.04
7/29/1949,15.04
8/1/1949,15.12
8/2/1949,15.16
8/3/1949,15.15
8/4/1949,15.13
8/5/1949,15.35
8/8/1949,15.51
8/9/1949,15.37
8/10/1949,15.44
8/11/1949,15.39
8/12/1949,15.32
8/15/1949,15.25
8/16/1949,15.29
8/17/1949,15.46
8/18/1949,15.5
8/19/1949,15.41
8/22/1949,15.37
8/23/1949,15.17
8/24/1949,15.18
8/25/1949,15.22
8/26/1949,15.28
8/29/1949,15.12
8/30/1949,15.21
8/31/1949,15.22
9/1/1949,15.31
9/2/1949,15.29
9/6/1949,15.28
9/7/1949,15.38
9/8/1949,15.41
9/9/1949,15.4
9/12/1949,15.52
9/13/1949,15.74
9/14/1949,15.73
9/15/1949,15.61
9/16/1949,15.66
9/19/1949,15.55
9/20/1949,15.19
9/21/1949,15.41
9/22/1949,15.5
9/23/1949,15.57
9/26/1949,15.53
9/27/1949,15.41
9/28/1949,15.53
9/29/1949,15.62
9/30/1949,15.58
10/3/1949,15.6
10/4/1949,15.75
10/5/1949,15.78
10/6/1949,15.84
10/7/1949,15.85
10/10/1949,15.83
10/11/1949,15.97
10/13/1949,15.97
10/14/1949,15.91
10/17/1949,15.73
10/18/1949,15.84
10/19/1949,15.93
10/20/1949,15.9
10/21/1949,15.85
10/24/1949,15.87
10/25/1949,15.95
10/26/1949,16.059999
10/27/1949,16.15
10/28/1949,16.08
10/31/1949,16.040001
11/1/1949,16.200001
11/2/1949,16.33
11/3/1949,16.290001
11/4/1949,16.209999
11/7/1949,16.16
11/9/1949,16.18
11/10/1949,16.139999
11/14/1949,16.030001
11/15/1949,15.75
11/16/1949,15.84
11/17/1949,15.96
11/18/1949,16.139999
11/21/1949,16.07
11/22/1949,16.15
11/23/1949,16.190001
11/25/1949,16.1
11/28/1949,16.049999
11/29/1949,16.02
11/30/1949,16.059999
12/1/1949,16.15
12/2/1949,16.280001
12/5/1949,16.41
12/6/1949,16.389999
12/7/1949,16.43
12/8/1949,16.43
12/9/1949,16.42
12/12/1949,16.57
12/13/1949,16.639999
12/14/1949,16.67
12/15/1949,16.68
12/16/1949,16.66
12/19/1949,16.59
12/20/1949,16.530001
12/21/1949,16.49
12/22/1949,16.639999
12/23/1949,16.639999
12/27/1949,16.58
12/28/1949,16.66
12/29/1949,16.68
12/30/1949,16.790001
1/3/1950,16.66
1/4/1950,16.85
1/5/1950,16.93
1/6/1950,16.98
1/9/1950,17.08
1/10/1950,17.030001
1/11/1950,17.09
1/12/1950,16.76
1/13/1950,16.67
1/16/1950,16.719999
1/17/1950,16.860001
1/18/1950,16.85
1/19/1950,16.870001
1/20/1950,16.9
1/23/1950,16.92
1/24/1950,16.860001
1/25/1950,16.74
1/26/1950,16.73
1/27/1950,16.82
1/30/1950,17.02
1/31/1950,17.049999
2/1/1950,17.049999
2/2/1950,17.23
2/3/1950,17.290001
2/6/1950,17.32
2/7/1950,17.23
2/8/1950,17.209999
2/9/1950,17.280001
2/10/1950,17.24
2/14/1950,17.059999
2/15/1950,17.059999
2/16/1950,16.99
2/17/1950,17.15
2/20/1950,17.200001
2/21/1950,17.17
2/23/1950,17.209999
2/24/1950,17.280001
2/27/1950,17.280001
2/28/1950,17.219999
3/1/1950,17.24
3/2/1950,17.23
3/3/1950,17.290001
3/6/1950,17.32
3/7/1950,17.200001
3/8/1950,17.190001
3/9/1950,17.07
3/10/1950,17.09
3/13/1950,17.120001
3/14/1950,17.25
3/15/1950,17.450001
3/16/1950,17.49
3/17/1950,17.450001
3/20/1950,17.440001
3/21/1950,17.450001
3/22/1950,17.549999
3/23/1950,17.559999
3/24/1950,17.559999
3/27/1950,17.459999
3/28/1950,17.530001
3/29/1950,17.440001
3/30/1950,17.299999
3/31/1950,17.290001
4/3/1950,17.530001
4/4/1950,17.549999
4/5/1950,17.629999
4/6/1950,17.780001
4/10/1950,17.85
4/11/1950,17.75
4/12/1950,17.940001
4/13/1950,17.98
4/14/1950,17.959999
4/17/1950,17.879999
4/18/1950,18.030001
4/19/1950,18.049999
4/20/1950,17.93
4/21/1950,17.959999
4/24/1950,17.83
4/25/1950,17.83
