Date,EURO
2/10/1992,0.754
2/11/1992,0.7625
2/12/1992,0.7717
2/13/1992,0.7788
2/14/1992,0.7813
2/17/1992,0.7787
2/18/1992,0.7908
2/19/1992,0.7882
2/20/1992,0.7921
2/21/1992,0.7912
2/24/1992,0.7922
2/25/1992,0.7842
2/26/1992,0.7928
2/27/1992,0.7878
2/28/1992,0.7854
3/2/1992,0.7892
3/3/1992,0.7942
3/4/1992,0.7998
3/5/1992,0.8016
3/6/1992,0.802
3/9/1992,0.7979
3/10/1992,0.8006
3/11/1992,0.7982
3/12/1992,0.8039
3/13/1992,0.8003
3/16/1992,0.799
3/17/1992,0.7923
3/18/1992,0.7924
3/19/1992,0.8011
3/20/1992,0.8075
3/23/1992,0.7987
3/24/1992,0.799
3/25/1992,0.794
3/26/1992,0.7952
3/27/1992,0.7892
3/30/1992,0.7923
3/31/1992,0.7907
4/1/1992,0.794
4/2/1992,0.7903
4/3/1992,0.7832
4/6/1992,0.778
4/7/1992,0.7816
4/8/1992,0.7799
4/9/1992,0.7846
4/10/1992,0.7792
4/13/1992,0.7914
4/14/1992,0.7888
4/15/1992,0.7939
4/16/1992,0.7991
4/21/1992,0.7976
4/22/1992,0.7977
4/23/1992,0.7958
4/24/1992,0.7915
4/27/1992,0.7905
4/28/1992,0.7926
4/29/1992,0.7929
4/30/1992,0.7927
5/1/1992,0.7868
5/5/1992,0.7846
5/6/1992,0.7822
5/7/1992,0.7832
5/8/1992,0.7883
5/11/1992,0.7851
5/12/1992,0.7783
5/13/1992,0.7761
5/14/1992,0.772
5/15/1992,0.7689
5/18/1992,0.7634
5/19/1992,0.7615
5/20/1992,0.7656
5/21/1992,0.7722
5/22/1992,0.7739
5/26/1992,0.7708
5/27/1992,0.7812
5/28/1992,0.7786
5/29/1992,0.7675
6/1/1992,0.7699
6/2/1992,0.7686
6/3/1992,0.7698
6/4/1992,0.7669
6/5/1992,0.7618
6/8/1992,0.7627
6/9/1992,0.7624
6/10/1992,0.7632
6/11/1992,0.7568
6/12/1992,0.7561
6/15/1992,0.7526
6/16/1992,0.7529
6/17/1992,0.7544
6/18/1992,0.7504
6/19/1992,0.7516
6/22/1992,0.7511
6/23/1992,0.7506
6/24/1992,0.7437
6/25/1992,0.738
6/26/1992,0.7361
6/29/1992,0.7279
6/30/1992,0.7302
7/1/1992,0.726
7/2/1992,0.7257
7/3/1992,0.7282
7/6/1992,0.7257
7/7/1992,0.7194
7/8/1992,0.7166
7/9/1992,0.723
7/10/1992,0.7184
7/13/1992,0.7112
7/14/1992,0.7139
7/15/1992,0.7099
7/16/1992,0.7093
7/17/1992,0.7033
7/20/1992,0.7135
7/21/1992,0.7158
7/22/1992,0.7155
7/23/1992,0.7141
7/24/1992,0.7209
7/27/1992,0.7121
7/28/1992,0.7088
7/29/1992,0.7106
7/30/1992,0.7122
7/31/1992,0.7082
8/3/1992,0.7093
8/4/1992,0.708
8/5/1992,0.7091
8/6/1992,0.7118
8/7/1992,0.7047
8/10/1992,0.705
8/11/1992,0.7075
8/12/1992,0.7042
8/13/1992,0.7021
8/14/1992,0.7063
8/17/1992,0.7038
8/18/1992,0.7014
8/19/1992,0.7006
8/20/1992,0.6978
8/21/1992,0.6995
8/24/1992,0.6766
8/25/1992,0.6761
8/26/1992,0.68
8/27/1992,0.6814
8/28/1992,0.6781
9/1/1992,0.6725
9/2/1992,0.6712
9/3/1992,0.6813
9/4/1992,0.6787
9/7/1992,0.6765
9/8/1992,0.6737
9/9/1992,0.6825
9/10/1992,0.682
9/11/1992,0.6971
9/14/1992,0.7211
9/15/1992,0.7173
9/16/1992,0.7373
9/17/1992,0.7311
9/18/1992,0.7393
9/21/1992,0.7341
9/22/1992,0.7355
9/23/1992,0.7385
9/24/1992,0.7338
9/25/1992,0.7293
9/28/1992,0.7157
9/29/1992,0.7043
9/30/1992,0.7001
10/1/1992,0.7037
10/2/1992,0.7023
10/5/1992,0.6995
10/6/1992,0.714
10/7/1992,0.7143
10/8/1992,0.7307
10/9/1992,0.7348
10/12/1992,0.7332
10/13/1992,0.7323
10/14/1992,0.7284
10/15/1992,0.7211
10/16/1992,0.7311
10/19/1992,0.7365
10/20/1992,0.7532
10/21/1992,0.747
10/22/1992,0.7511
10/23/1992,0.7591
10/26/1992,0.7598
10/27/1992,0.7591
10/28/1992,0.7618
10/29/1992,0.7598
10/30/1992,0.7626
11/2/1992,0.7745
11/3/1992,0.7749
11/4/1992,0.7748
11/5/1992,0.7805
11/6/1992,0.785
11/9/1992,0.7834
11/10/1992,0.7887
11/11/1992,0.7832
11/12/1992,0.7837
11/13/1992,0.7752
11/16/1992,0.7841
11/17/1992,0.7909
11/18/1992,0.7844
11/19/1992,0.7793
11/20/1992,0.7893
11/23/1992,0.795
11/24/1992,0.7954
11/25/1992,0.7871
11/26/1992,0.7906
11/27/1992,0.7952
11/30/1992,0.7922
12/1/1992,0.7906
12/2/1992,0.7823
12/3/1992,0.7856
12/4/1992,0.7913
12/7/1992,0.7822
12/8/1992,0.7768
12/9/1992,0.7824
12/10/1992,0.7832
12/11/1992,0.785
12/14/1992,0.7822
12/15/1992,0.7815
12/16/1992,0.7756
12/17/1992,0.7764
12/18/1992,0.7808
12/21/1992,0.7822
12/22/1992,0.7912
12/23/1992,0.7941
12/24/1992,0.7935
12/29/1992,0.8083
12/30/1992,0.8059
12/31/1992,0.8085
1/4/1993,0.8211
1/5/1993,0.8187
1/6/1993,0.8201
1/7/1993,0.8187
1/8/1993,0.8204
1/11/1993,0.8127
1/12/1993,0.8159
1/13/1993,0.8161
1/14/1993,0.8117
1/15/1993,0.8143
1/18/1993,0.8091
1/19/1993,0.8048
1/20/1993,0.802
1/21/1993,0.8069
1/22/1993,0.8006
1/25/1993,0.7859
1/26/1993,0.788
1/27/1993,0.7922
1/28/1993,0.7952
1/29/1993,0.8062
2/1/1993,0.8186
2/2/1993,0.824
2/3/1993,0.8249
2/4/1993,0.8309
2/5/1993,0.8274
2/8/1993,0.8296
2/9/1993,0.8281
2/10/1993,0.8286
2/11/1993,0.8323
2/12/1993,0.8326
2/15/1993,0.8328
2/16/1993,0.8226
2/17/1993,0.8199
2/18/1993,0.8244
2/19/1993,0.824
2/22/1993,0.8248
2/23/1993,0.8196
2/24/1993,0.8201
2/25/1993,0.8257
2/26/1993,0.831
3/1/1993,0.831
3/2/1993,0.8274
3/3/1993,0.829
3/4/1993,0.8251
3/5/1993,0.8371
3/8/1993,0.8366
3/9/1993,0.8414
3/10/1993,0.8396
3/11/1993,0.8398
3/12/1993,0.8415
3/15/1993,0.8405
3/16/1993,0.8389
3/17/1993,0.8416
3/18/1993,0.8384
3/19/1993,0.8241
3/22/1993,0.8269
3/23/1993,0.8262
3/24/1993,0.8245
3/25/1993,0.8309
3/26/1993,0.8258
3/29/1993,0.8274
3/30/1993,0.8222
3/31/1993,0.8168
4/1/1993,0.8137
4/2/1993,0.8125
4/5/1993,0.8095
4/6/1993,0.8171
4/7/1993,0.8192
4/8/1993,0.8133
4/13/1993,0.7979
4/14/1993,0.8029
4/15/1993,0.8062
4/16/1993,0.8144
4/19/1993,0.8061
4/20/1993,0.8054
4/21/1993,0.8081
4/22/1993,0.8098
4/23/1993,0.7959
4/26/1993,0.7887
4/27/1993,0.7936
4/28/1993,0.7966
4/29/1993,0.792
4/30/1993,0.7978
5/4/1993,0.7894
5/5/1993,0.7926
5/6/1993,0.7924
5/7/1993,0.7912
5/10/1993,0.8032
5/11/1993,0.8062
5/12/1993,0.8064
5/13/1993,0.812
5/14/1993,0.808
5/17/1993,0.8094
5/18/1993,0.8147
5/19/1993,0.8141
5/20/1993,0.8102
5/21/1993,0.8165
5/24/1993,0.8197
5/25/1993,0.8161
5/26/1993,0.8189
5/27/1993,0.8123
5/28/1993,0.8005
6/1/1993,0.8023
6/2/1993,0.8031
6/3/1993,0.8055
6/4/1993,0.8148
6/7/1993,0.8137
6/8/1993,0.8137
6/9/1993,0.8215
6/10/1993,0.8202
6/11/1993,0.815
6/14/1993,0.8153
6/15/1993,0.8205
6/16/1993,0.8315
6/17/1993,0.8305
6/18/1993,0.8418
6/21/1993,0.8453
6/22/1993,0.8482
6/23/1993,0.8473
6/24/1993,0.8568
6/25/1993,0.8509
6/28/1993,0.8534
6/29/1993,0.8467
6/30/1993,0.8526
7/1/1993,0.8506
7/2/1993,0.8509
7/5/1993,0.8514
7/6/1993,0.8535
7/7/1993,0.8545
7/8/1993,0.8596
7/9/1993,0.8675
7/12/1993,0.8723
7/13/1993,0.8682
7/14/1993,0.8688
7/15/1993,0.8721
7/16/1993,0.8747
7/19/1993,0.8626
7/20/1993,0.8667
7/21/1993,0.8614
7/22/1993,0.8689
7/23/1993,0.8728
7/26/1993,0.8751
7/27/1993,0.8758
7/28/1993,0.8712
7/29/1993,0.8819
7/30/1993,0.8882
8/2/1993,0.8859
8/3/1993,0.8727
8/4/1993,0.8732
8/5/1993,0.8767
8/6/1993,0.8737
8/9/1993,0.8708
8/10/1993,0.8783
8/11/1993,0.8794
8/12/1993,0.8871
8/13/1993,0.8832
8/16/1993,0.8711
8/17/1993,0.8689
8/18/1993,0.8645
8/19/1993,0.8648
8/20/1993,0.8599
8/23/1993,0.8646
8/24/1993,0.8596
8/25/1993,0.8642
8/26/1993,0.859
8/27/1993,0.858
8/31/1993,0.8619
9/1/1993,0.8536
9/2/1993,0.8518
9/3/1993,0.8408
9/6/1993,0.8324
9/7/1993,0.8331
9/8/1993,0.8356
9/9/1993,0.8266
9/10/1993,0.824
9/13/1993,0.8257
9/14/1993,0.826
9/15/1993,0.8175
9/16/1993,0.8262
9/17/1993,0.8277
9/20/1993,0.8305
9/21/1993,0.8301
9/22/1993,0.8369
9/23/1993,0.846
9/24/1993,0.8455
9/27/1993,0.8389
9/28/1993,0.8399
9/29/1993,0.832
9/30/1993,0.8409
10/1/1993,0.841
10/4/1993,0.8388
10/5/1993,0.84
10/6/1993,0.8405
10/7/1993,0.8407
10/8/1993,0.8304
10/11/1993,0.8308
10/12/1993,0.8257
10/13/1993,0.832
10/14/1993,0.8352
10/15/1993,0.8376
10/18/1993,0.8424
10/19/1993,0.8493
10/20/1993,0.852
10/21/1993,0.8559
10/22/1993,0.8602
10/25/1993,0.8606
10/26/1993,0.8651
10/27/1993,0.8657
10/28/1993,0.8691
10/29/1993,0.8643
11/1/1993,0.8746
11/2/1993,0.8721
11/3/1993,0.871
11/4/1993,0.8715
11/5/1993,0.8734
11/8/1993,0.8657
11/9/1993,0.8726
11/10/1993,0.8713
11/11/1993,0.8705
11/12/1993,0.874
11/15/1993,0.8689
11/16/1993,0.8726
11/17/1993,0.8765
11/18/1993,0.8772
11/19/1993,0.881
11/22/1993,0.8782
11/23/1993,0.8797
11/24/1993,0.876
11/25/1993,0.8797
11/26/1993,0.8818
11/29/1993,0.8806
11/30/1993,0.8846
12/1/1993,0.8849
12/2/1993,0.8883
12/3/1993,0.8849
12/6/1993,0.8763
12/7/1993,0.8739
12/8/1993,0.8726
12/9/1993,0.8742
12/10/1993,0.8711
12/13/1993,0.8741
12/14/1993,0.8787
12/15/1993,0.8793
12/16/1993,0.8776
12/17/1993,0.8745
12/20/1993,0.8772
12/21/1993,0.8726
12/22/1993,0.8703
12/23/1993,0.8678
12/24/1993,0.8688
12/29/1993,0.8801
12/30/1993,0.8873
12/31/1993,0.8894
1/4/1994,0.8892
1/5/1994,0.8887
1/6/1994,0.8887
1/7/1994,0.8855
1/10/1994,0.8874
1/11/1994,0.8905
1/12/1994,0.8879
1/13/1994,0.8943
1/14/1994,0.8947
1/17/1994,0.8955
1/18/1994,0.891
1/19/1994,0.8904
1/20/1994,0.8876
1/21/1994,0.892
1/24/1994,0.8928
1/25/1994,0.8926
1/26/1994,0.8907
1/27/1994,0.8887
1/28/1994,0.882
1/31/1994,0.8881
2/1/1994,0.8803
2/2/1994,0.8841
2/3/1994,0.8823
2/4/1994,0.8836
2/7/1994,0.8963
2/8/1994,0.8976
2/9/1994,0.8945
2/10/1994,0.8933
2/11/1994,0.8923
2/14/1994,0.8881
2/15/1994,0.8803
2/16/1994,0.8793
2/17/1994,0.8827
2/18/1994,0.8767
2/21/1994,0.8808
2/22/1994,0.8804
2/23/1994,0.8811
2/24/1994,0.8824
2/25/1994,0.872
2/28/1994,0.8728
3/1/1994,0.8746
3/2/1994,0.8725
3/3/1994,0.8735
3/4/1994,0.8786
3/7/1994,0.8779
3/8/1994,0.8772
3/9/1994,0.8741
3/10/1994,0.8652
3/11/1994,0.8596
3/14/1994,0.8644
3/15/1994,0.8676
3/16/1994,0.8651
3/17/1994,0.8603
3/18/1994,0.8687
3/21/1994,0.8694
3/22/1994,0.8658
3/23/1994,0.8638
3/24/1994,0.8586
3/25/1994,0.8556
3/28/1994,0.8563
3/29/1994,0.8538
3/30/1994,0.8587
3/31/1994,0.852
4/5/1994,0.8694
4/6/1994,0.8744
4/7/1994,0.8743
4/8/1994,0.872
4/11/1994,0.869
4/12/1994,0.8743
4/13/1994,0.8718
4/14/1994,0.8701
4/15/1994,0.8723
4/18/1994,0.8762
4/19/1994,0.8673
4/20/1994,0.8647
4/21/1994,0.8607
4/22/1994,0.8633
4/25/1994,0.8567
4/26/1994,0.8571
4/27/1994,0.8539
4/28/1994,0.8514
4/29/1994,0.8446
5/3/1994,0.8403
5/4/1994,0.8488
5/5/1994,0.852
5/6/1994,0.8505
5/9/1994,0.8457
5/10/1994,0.8516
5/11/1994,0.8542
5/12/1994,0.8525
5/13/1994,0.8508
5/16/1994,0.8549
5/17/1994,0.8512
5/18/1994,0.8464
5/19/1994,0.8444
5/20/1994,0.8401
5/23/1994,0.8407
5/24/1994,0.8415
5/25/1994,0.8403
5/26/1994,0.8402
5/27/1994,0.84
5/31/1994,0.8397
6/1/1994,0.8397
6/2/1994,0.8434
6/3/1994,0.8515
6/6/1994,0.8523
6/7/1994,0.8521
6/8/1994,0.8523
6/9/1994,0.8528
6/10/1994,0.8501
6/13/1994,0.8424
6/14/1994,0.8403
6/15/1994,0.836
6/16/1994,0.8354
6/17/1994,0.8352
6/20/1994,0.8204
6/21/1994,0.821
6/22/1994,0.8206
6/23/1994,0.8218
6/24/1994,0.8188
6/27/1994,0.8081
6/28/1994,0.8125
6/29/1994,0.8119
6/30/1994,0.8171
7/1/1994,0.8186
7/4/1994,0.8188
7/5/1994,0.8132
7/6/1994,0.8064
7/7/1994,0.8091
7/8/1994,0.8087
7/11/1994,0.7912
7/12/1994,0.7824
7/13/1994,0.7889
7/14/1994,0.7935
7/15/1994,0.7981
7/18/1994,0.7935
7/19/1994,0.8
7/20/1994,0.8042
7/21/1994,0.8089
7/22/1994,0.8173
7/25/1994,0.8131
7/26/1994,0.8136
7/27/1994,0.8097
7/28/1994,0.8114
7/29/1994,0.8156
8/1/1994,0.8086
8/2/1994,0.8121
8/3/1994,0.8106
8/4/1994,0.8113
8/5/1994,0.8119
8/8/1994,0.8115
8/9/1994,0.8125
8/10/1994,0.8098
8/11/1994,0.8162
8/12/1994,0.8035
8/15/1994,0.8019
8/16/1994,0.8031
8/17/1994,0.8045
8/18/1994,0.7988
8/19/1994,0.7945
8/22/1994,0.7899
8/23/1994,0.7926
8/24/1994,0.7943
8/25/1994,0.7967
8/26/1994,0.8047
8/30/1994,0.8128
8/31/1994,0.8103
9/1/1994,0.8103
9/2/1994,0.8014
9/5/1994,0.7999
9/6/1994,0.7947
9/7/1994,0.7987
9/8/1994,0.8018
9/9/1994,0.7942
9/12/1994,0.7949
9/13/1994,0.7973
9/14/1994,0.7919
9/15/1994,0.796
9/16/1994,0.7908
9/19/1994,0.7982
9/20/1994,0.7965
9/21/1994,0.7936
9/22/1994,0.7962
9/23/1994,0.7937
9/26/1994,0.7985
9/27/1994,0.7945
9/28/1994,0.7942
9/29/1994,0.7935
9/30/1994,0.7961
10/3/1994,0.7989
10/4/1994,0.7967
10/5/1994,0.7931
10/6/1994,0.7937
10/7/1994,0.7922
10/10/1994,0.7967
10/11/1994,0.7957
10/12/1994,0.7932
10/13/1994,0.7933
10/14/1994,0.7823
10/17/1994,0.7746
10/18/1994,0.773
10/19/1994,0.773
10/20/1994,0.7733
10/21/1994,0.7707
10/24/1994,0.7713
10/25/1994,0.7688
10/26/1994,0.7697
10/27/1994,0.7704
10/28/1994,0.7769
10/31/1994,0.7764
11/1/1994,0.7726
11/2/1994,0.7707
11/3/1994,0.7805
11/4/1994,0.7859
11/7/1994,0.7822
11/8/1994,0.7784
11/9/1994,0.789
11/10/1994,0.7912
11/11/1994,0.7879
11/14/1994,0.7968
11/15/1994,0.7967
11/16/1994,0.7995
11/17/1994,0.7982
11/18/1994,0.8011
11/21/1994,0.8036
11/22/1994,0.8017
11/23/1994,0.8021
11/24/1994,0.8045
11/25/1994,0.8052
11/28/1994,0.807
11/29/1994,0.8055
11/30/1994,0.81
12/1/1994,0.8106
12/2/1994,0.8134
12/5/1994,0.8121
12/6/1994,0.8118
12/7/1994,0.8112
12/8/1994,0.8145
12/9/1994,0.8143
12/12/1994,0.8129
12/13/1994,0.8139
12/14/1994,0.8121
12/15/1994,0.8132
12/16/1994,0.8128
12/19/1994,0.815
12/20/1994,0.8146
12/21/1994,0.8134
12/22/1994,0.8177
12/23/1994,0.8162
12/28/1994,0.8153
12/29/1994,0.8042
12/30/1994,0.8027
1/3/1995,0.8048
1/4/1995,0.8075
1/5/1995,0.8051
1/6/1995,0.8079
1/9/1995,0.8067
1/10/1995,0.7989
1/11/1995,0.7993
1/12/1995,0.7964
1/13/1995,0.7976
1/16/1995,0.7943
1/17/1995,0.796
1/18/1995,0.7959
1/19/1995,0.7962
1/20/1995,0.7852
1/23/1995,0.7851
1/24/1995,0.7864
1/25/1995,0.7896
1/26/1995,0.7874
1/27/1995,0.7876
1/30/1995,0.7865
1/31/1995,0.7891
2/1/1995,0.7923
2/2/1995,0.7911
2/3/1995,0.7939
2/6/1995,0.7963
2/7/1995,0.7981
2/8/1995,0.7961
2/9/1995,0.7952
2/10/1995,0.7927
2/13/1995,0.7906
2/14/1995,0.7879
2/15/1995,0.7858
2/16/1995,0.7783
2/17/1995,0.778
2/20/1995,0.7707
2/21/1995,0.7753
2/22/1995,0.7714
2/23/1995,0.7727
2/24/1995,0.7767
2/27/1995,0.7723
2/28/1995,0.7736
3/1/1995,0.7718
3/2/1995,0.7716
3/3/1995,0.7597
3/6/1995,0.7487
3/7/1995,0.7457
3/8/1995,0.7423
3/9/1995,0.7442
3/10/1995,0.757
3/13/1995,0.7542
3/14/1995,0.7562
3/15/1995,0.7465
3/16/1995,0.7458
3/17/1995,0.7489
3/20/1995,0.7528
3/21/1995,0.7564
3/22/1995,0.7554
3/23/1995,0.7532
3/24/1995,0.7568
3/27/1995,0.7532
3/28/1995,0.7502
3/29/1995,0.7408
3/30/1995,0.7541
3/31/1995,0.7345
4/3/1995,0.738
4/4/1995,0.7435
4/5/1995,0.7422
4/6/1995,0.7377
4/7/1995,0.738
4/10/1995,0.7495
4/11/1995,0.7482
4/12/1995,0.7503
4/13/1995,0.7414
4/18/1995,0.7337
4/19/1995,0.7299
4/20/1995,0.7379
4/21/1995,0.7401
4/24/1995,0.7359
4/25/1995,0.732
4/26/1995,0.7408
4/27/1995,0.7363
4/28/1995,0.7396
5/1/1995,0.743
5/2/1995,0.7365
5/3/1995,0.7361
5/4/1995,0.733
5/5/1995,0.7327
5/9/1995,0.7304
5/10/1995,0.7365
5/11/1995,0.7488
5/12/1995,0.7622
5/15/1995,0.7625
5/16/1995,0.7608
5/17/1995,0.7615
5/18/1995,0.7717
5/19/1995,0.7635
5/22/1995,0.7681
5/23/1995,0.7647
5/24/1995,0.7634
5/25/1995,0.7464
5/26/1995,0.735
5/30/1995,0.7379
5/31/1995,0.7477
6/1/1995,0.7525
6/2/1995,0.7446
6/5/1995,0.7432
6/6/1995,0.7487
6/7/1995,0.7454
6/8/1995,0.7513
6/9/1995,0.741
6/12/1995,0.7443
6/13/1995,0.7455
6/14/1995,0.7407
6/15/1995,0.747
6/16/1995,0.7426
6/19/1995,0.7419
6/20/1995,0.7384
6/21/1995,0.7382
6/22/1995,0.7338
6/23/1995,0.7344
6/26/1995,0.7385
6/27/1995,0.7344
6/28/1995,0.737
6/29/1995,0.7368
6/30/1995,0.735
7/3/1995,0.7311
7/4/1995,0.7325
7/5/1995,0.7329
7/6/1995,0.7321
7/7/1995,0.7361
7/10/1995,0.7384
7/11/1995,0.7394
7/12/1995,0.7405
7/13/1995,0.7346
7/14/1995,0.7341
7/17/1995,0.7365
7/18/1995,0.7333
7/19/1995,0.7339
7/20/1995,0.728
7/21/1995,0.7315
7/24/1995,0.73
7/25/1995,0.7345
7/26/1995,0.7296
7/27/1995,0.7304
7/28/1995,0.7262
7/31/1995,0.7265
8/1/1995,0.7265
8/2/1995,0.7333
8/3/1995,0.7296
8/4/1995,0.7302
8/7/1995,0.736
8/8/1995,0.738
8/9/1995,0.7382
8/10/1995,0.7446
8/11/1995,0.7494
8/14/1995,0.7505
8/15/1995,0.77
8/16/1995,0.769
8/17/1995,0.7696
8/18/1995,0.7669
8/21/1995,0.7674
8/22/1995,0.7733
8/23/1995,0.7703
8/24/1995,0.7707
8/25/1995,0.7707
8/29/1995,0.7695
8/30/1995,0.7704
8/31/1995,0.7673
9/1/1995,0.7659
9/4/1995,0.7664
9/5/1995,0.7657
9/6/1995,0.7718
9/7/1995,0.7699
9/8/1995,0.7716
9/11/1995,0.768
9/12/1995,0.7679
9/13/1995,0.7763
9/14/1995,0.7755
9/15/1995,0.775
9/18/1995,0.7748
9/19/1995,0.7747
9/20/1995,0.7669
9/21/1995,0.755
9/22/1995,0.7466
9/25/1995,0.7509
9/26/1995,0.7547
9/27/1995,0.7488
9/28/1995,0.7466
9/29/1995,0.7483
10/2/1995,0.7496
10/3/1995,0.7548
10/4/1995,0.7532
10/5/1995,0.7513
10/6/1995,0.7523
10/9/1995,0.7449
10/10/1995,0.7477
10/11/1995,0.7496
10/12/1995,0.7476
10/13/1995,0.7508
10/16/1995,0.747
10/17/1995,0.7463
10/18/1995,0.7493
10/19/1995,0.7447
10/20/1995,0.7388
10/23/1995,0.7349
10/24/1995,0.7349
10/25/1995,0.7378
10/26/1995,0.7409
10/27/1995,0.7378
10/30/1995,0.7399
10/31/1995,0.7403
11/1/1995,0.7439
11/2/1995,0.7446
11/3/1995,0.7428
11/6/1995,0.7428
11/7/1995,0.7432
11/8/1995,0.7429
11/9/1995,0.7427
11/10/1995,0.7414
11/13/1995,0.7449
11/14/1995,0.7418
11/15/1995,0.7373
11/16/1995,0.7396
11/17/1995,0.7374
11/20/1995,0.7411
11/21/1995,0.7386
11/22/1995,0.7389
11/23/1995,0.7411
11/24/1995,0.7419
11/27/1995,0.75
11/28/1995,0.7492
11/29/1995,0.751
11/30/1995,0.7551
12/1/1995,0.7559
12/4/1995,0.7543
12/5/1995,0.7519
12/6/1995,0.7535
12/7/1995,0.753
12/8/1995,0.7559
12/11/1995,0.7549
12/12/1995,0.757
12/13/1995,0.7581
12/14/1995,0.7543
12/15/1995,0.7539
12/18/1995,0.7496
12/19/1995,0.751
12/20/1995,0.7536
12/21/1995,0.7517
12/22/1995,0.7516
12/27/1995,0.7467
12/28/1995,0.747
12/29/1995,0.7467
1/2/1996,0.7643
1/3/1996,0.7672
1/4/1996,0.7693
1/5/1996,0.764
1/8/1996,0.764
1/9/1996,0.7629
1/10/1996,0.7611
1/11/1996,0.7625
1/12/1996,0.7653
1/15/1996,0.7676
1/16/1996,0.7749
1/17/1996,0.7778
1/18/1996,0.7803
1/19/1996,0.7853
1/22/1996,0.7844
1/23/1996,0.7859
1/24/1996,0.7883
1/25/1996,0.79
1/26/1996,0.796
1/29/1996,0.7925
1/30/1996,0.7939
1/31/1996,0.7917
2/1/1996,0.7913
2/2/1996,0.7895
2/5/1996,0.7819
2/6/1996,0.7829
2/7/1996,0.7857
2/8/1996,0.7855
2/9/1996,0.7852
2/12/1996,0.7839
2/13/1996,0.7846
2/14/1996,0.7818
2/15/1996,0.783
2/16/1996,0.7784
2/19/1996,0.7715
2/20/1996,0.7741
2/21/1996,0.7729
2/22/1996,0.7732
2/23/1996,0.7717
2/26/1996,0.7716
2/27/1996,0.7711
2/28/1996,0.7752
2/29/1996,0.7795
3/1/1996,0.7821
3/4/1996,0.7809
3/5/1996,0.78
3/6/1996,0.7804
3/7/1996,0.7808
3/8/1996,0.7847
3/11/1996,0.7844
3/12/1996,0.7817
3/13/1996,0.7796
3/14/1996,0.7798
3/15/1996,0.7805
3/18/1996,0.7816
3/19/1996,0.7801
3/20/1996,0.7805
3/21/1996,0.7818
3/22/1996,0.7815
3/25/1996,0.781
3/26/1996,0.7811
3/27/1996,0.7851
3/28/1996,0.7801
3/29/1996,0.7807
4/1/1996,0.7836
4/2/1996,0.7813
4/3/1996,0.7813
4/4/1996,0.7806
4/9/1996,0.7868
4/10/1996,0.7881
4/11/1996,0.7895
4/12/1996,0.7902
4/15/1996,0.7933
4/16/1996,0.7932
4/17/1996,0.7917
4/18/1996,0.7915
4/19/1996,0.7924
4/22/1996,0.7938
4/23/1996,0.7948
4/24/1996,0.7951
4/25/1996,0.8005
4/26/1996,0.7989
4/29/1996,0.7971
4/30/1996,0.8019
5/1/1996,0.8032
5/2/1996,0.801
5/3/1996,0.7986
5/7/1996,0.7975
5/8/1996,0.7948
5/9/1996,0.796
5/10/1996,0.7994
5/13/1996,0.8009
5/14/1996,0.8017
5/15/1996,0.8017
5/16/1996,0.8015
5/17/1996,0.799
5/20/1996,0.8013
5/21/1996,0.8042
5/22/1996,0.8041
5/23/1996,0.8034
5/24/1996,0.8037
5/28/1996,0.8056
5/29/1996,0.8024
5/30/1996,0.8002
5/31/1996,0.7956
6/3/1996,0.795
6/4/1996,0.7979
6/5/1996,0.7975
6/6/1996,0.7974
6/7/1996,0.8003
6/10/1996,0.8004
6/11/1996,0.8003
6/12/1996,0.7994
6/13/1996,0.7987
6/14/1996,0.796
6/17/1996,0.7924
6/18/1996,0.79
6/19/1996,0.7923
6/20/1996,0.7939
6/21/1996,0.7968
6/24/1996,0.7967
6/25/1996,0.7963
6/26/1996,0.795
6/27/1996,0.7915
6/28/1996,0.7927
7/1/1996,0.7928
7/2/1996,0.7942
7/3/1996,0.7922
7/4/1996,0.7924
7/5/1996,0.7941
7/8/1996,0.7948
7/9/1996,0.7939
7/10/1996,0.7941
7/11/1996,0.7921
7/12/1996,0.7928
7/15/1996,0.7915
7/16/1996,0.7772
7/17/1996,0.7771
7/18/1996,0.7792
7/19/1996,0.7772
7/22/1996,0.7754
7/23/1996,0.7782
7/24/1996,0.7786
7/25/1996,0.7738
7/26/1996,0.7764
7/29/1996,0.7754
7/30/1996,0.7744
7/31/1996,0.7717
8/1/1996,0.7723
8/2/1996,0.774
8/5/1996,0.7755
8/6/1996,0.7774
8/7/1996,0.7781
8/8/1996,0.7777
8/9/1996,0.7754
8/12/1996,0.7748
8/13/1996,0.775
8/14/1996,0.7783
8/15/1996,0.7771
8/16/1996,0.7805
8/19/1996,0.7785
8/20/1996,0.779
8/21/1996,0.776
8/22/1996,0.7811
8/23/1996,0.7763
8/27/1996,0.7739
8/28/1996,0.7733
8/29/1996,0.7744
8/30/1996,0.7738
9/2/1996,0.7773
9/3/1996,0.7762
9/4/1996,0.7747
9/5/1996,0.7764
9/6/1996,0.7783
9/9/1996,0.78
9/10/1996,0.7868
9/11/1996,0.7873
9/12/1996,0.7883
9/13/1996,0.7888
9/16/1996,0.7865
9/17/1996,0.7881
9/18/1996,0.7861
9/19/1996,0.7881
9/20/1996,0.7874
9/23/1996,0.7857
9/24/1996,0.783
9/25/1996,0.784
9/26/1996,0.7887
9/27/1996,0.7903
9/30/1996,0.7905
10/1/1996,0.7915
